Date,AAPL,AMZN,BA,BAC,GE,GOOGL,JNJ,JPM,KO,META,MSFT,NVDA,PEP,PFE,T,TSLA,UNH,VZ,WFC,WMT
2019-07-30,52.20,94.93,347.46,30.89,54.29,61.40,132.08,115.59,53.72,197.04,140.35,4.39,130.48,37.92,26.75,16.15,254.93,56.63,48.55,37.35
2019-07-31,53.26,93.34,341.18,30.68,53.93,60.91,130.22,116.00,52.63,194.23,136.27,4.22,127.81,37.97,26.64,16.11,249.01,55.27,48.41,36.79
2019-08-01,52.11,92.77,334.29,29.49,52.02,60.59,130.29,112.94,52.03,192.73,138.06,4.12,127.14,37.39,26.70,15.59,249.25,55.26,47.06,36.46
2019-08-02,51.01,91.16,339.56,29.38,51.61,59.82,131.07,112.93,52.33,189.02,136.90,4.03,127.92,37.14,26.74,15.62,250.05,55.59,47.44,36.47
2019-08-05,48.34,88.26,331.06,28.08,49.85,57.74,130.16,109.57,51.65,181.73,132.21,3.77,124.40,36.13,26.21,15.22,245.06,55.22,46.14,35.27
2019-08-06,49.25,89.39,332.45,28.42,49.39,58.55,130.77,110.43,52.27,184.51,134.69,3.81,126.45,36.12,26.57,15.38,248.28,55.05,46.93,35.76
2019-08-07,49.76,89.67,331.38,27.89,48.82,58.80,130.21,108.03,53.18,185.15,135.28,3.85,127.78,35.76,26.65,15.56,246.45,55.09,45.81,36.07
2019-08-08,50.86,91.64,336.35,28.38,48.98,60.31,131.68,109.86,53.69,190.16,138.89,3.96,129.47,36.04,27.03,15.89,247.62,55.82,46.40,36.17
2019-08-09,50.25,90.38,337.55,28.33,47.22,59.45,132.04,109.74,53.42,187.85,137.71,3.85,128.60,35.53,27.03,15.67,248.63,55.78,46.30,35.76
2019-08-12,50.12,89.25,332.94,27.64,46.71,58.73,131.93,107.68,53.20,185.37,135.79,3.79,128.35,34.59,26.98,15.27,243.20,55.69,45.53,35.04
2019-08-13,52.24,91.22,332.86,27.72,48.26,59.84,133.42,109.34,53.50,188.45,138.60,3.90,129.93,34.41,27.28,15.67,249.22,56.37,45.96,35.80
2019-08-14,50.69,88.15,320.42,26.42,46.60,58.21,130.26,104.80,52.99,179.71,133.98,3.75,129.12,33.47,26.68,14.64,243.20,55.72,43.97,35.40
2019-08-15,50.44,88.81,328.00,26.25,41.34,58.47,130.54,105.20,53.87,182.59,133.68,3.72,130.72,33.70,26.87,14.38,244.25,56.30,43.38,37.56
2019-08-16,51.63,89.63,330.45,27.03,45.36,58.96,131.36,107.72,54.41,183.70,136.13,3.99,131.76,33.87,27.36,14.66,245.69,56.65,44.39,37.66
2019-08-19,52.59,90.81,333.78,27.27,44.75,60.02,132.25,108.69,54.69,186.17,138.41,4.27,132.57,34.39,27.69,15.12,244.71,57.00,45.25,37.94
2019-08-20,52.59,90.07,331.75,26.72,43.25,59.18,130.60,107.31,53.88,183.81,137.26,4.20,132.06,33.83,27.37,15.06,240.16,56.27,44.68,37.35
2019-08-21,53.16,91.18,339.99,26.93,42.11,59.58,131.53,107.61,54.10,183.55,138.79,4.28,132.34,34.08,27.51,14.72,240.35,56.59,45.00,37.34
2019-08-22,53.12,90.28,354.41,27.19,42.27,59.58,131.27,108.72,54.49,182.04,137.78,4.29,132.66,34.29,27.69,14.81,232.94,56.78,45.62,37.30
2019-08-23,50.66,87.48,356.01,26.47,41.13,57.68,127.73,106.02,53.74,177.75,133.39,4.06,130.27,33.57,27.25,14.09,230.66,55.92,44.42,36.94
2019-08-26,51.62,88.44,359.04,26.78,41.55,58.56,127.80,106.87,54.54,180.36,135.45,4.14,133.74,34.06,27.33,14.33,231.08,56.71,44.98,37.33
2019-08-27,51.04,88.09,354.73,26.47,40.93,58.54,129.64,105.74,54.72,181.30,135.74,4.04,134.76,33.57,27.17,14.27,222.93,57.18,44.75,37.47
2019-08-28,51.38,88.21,359.97,26.85,40.98,58.69,128.68,106.80,55.11,181.76,135.56,4.03,135.19,34.29,27.36,14.37,227.35,57.95,45.47,37.57
2019-08-29,52.25,89.32,362.74,27.33,41.86,59.71,128.24,109.22,55.05,185.57,138.12,4.17,136.02,34.53,27.51,14.78,230.62,57.94,46.19,38.03
2019-08-30,52.19,88.81,364.09,27.51,42.58,59.53,128.36,109.86,55.04,185.67,137.86,4.19,136.73,34.75,27.59,15.04,234.00,58.16,46.57,38.09
2019-09-03,51.42,89.49,354.42,27.05,42.99,58.48,128.74,108.56,55.30,182.39,136.04,4.10,137.46,35.31,27.69,15.00,230.62,58.04,46.09,38.21
2019-09-04,52.30,90.03,356.53,27.49,45.42,59.11,128.86,109.87,55.77,187.14,137.63,4.22,139.15,35.02,27.95,14.71,226.73,58.18,46.50,38.64
2019-09-05,53.32,92.04,360.30,28.12,45.47,60.61,128.58,112.37,55.12,190.90,140.05,4.49,135.98,35.52,28.08,15.31,229.59,58.59,47.62,38.48
2019-09-06,53.31,91.68,363.00,27.73,44.95,60.32,128.21,112.61,55.23,187.49,139.10,4.47,137.37,35.68,28.37,15.16,229.00,59.06,47.15,38.24
2019-09-09,53.54,91.57,358.78,28.63,46.24,60.26,126.95,115.40,54.52,188.76,137.52,4.51,136.40,36.00,28.79,15.45,230.68,58.66,48.41,38.78
2019-09-10,54.17,91.03,369.49,29.35,47.17,60.28,129.55,116.87,54.40,186.17,136.08,4.58,135.86,36.54,29.41,15.70,232.46,59.71,48.31,38.68
2019-09-11,55.90,91.15,382.94,29.46,48.31,61.00,131.17,117.19,54.77,188.49,136.12,4.61,136.36,36.57,30.31,16.47,234.21,60.13,48.85,38.67
2019-09-12,55.77,92.18,375.63,29.67,47.79,61.75,130.43,117.91,55.11,187.47,137.52,4.61,137.29,36.44,30.03,16.39,230.10,60.43,48.65,38.97
2019-09-13,54.69,91.97,379.76,30.17,48.20,62.00,130.78,120.23,54.26,187.19,137.32,4.55,136.44,36.08,29.67,16.35,233.61,59.96,48.92,39.14
2019-09-16,54.98,90.39,378.85,30.13,48.41,61.58,129.54,119.16,53.96,186.22,136.33,4.51,134.88,36.00,29.20,16.19,234.43,59.50,48.98,38.52
2019-09-17,55.17,91.13,384.20,29.94,48.31,61.49,129.67,118.57,54.24,188.08,137.39,4.53,135.70,35.68,29.08,16.32,232.52,59.87,48.76,38.84
2019-09-18,55.69,90.87,386.41,30.00,48.41,61.63,130.41,119.76,54.23,188.14,138.52,4.50,135.50,35.56,28.77,16.23,230.61,59.93,48.93,39.05
2019-09-19,55.24,91.08,384.44,29.82,48.62,61.94,130.11,119.38,54.52,190.14,141.07,4.42,135.48,35.69,29.07,16.44,232.85,59.98,48.91,39.04
2019-09-20,54.43,89.71,379.39,29.59,48.36,61.49,131.65,118.90,53.91,189.93,139.44,4.32,134.71,35.86,29.67,16.04,232.89,60.29,48.63,38.99
2019-09-23,54.68,89.27,377.03,29.52,48.20,61.73,131.74,118.88,54.14,186.82,139.14,4.37,135.44,35.42,29.42,16.08,228.77,60.21,48.96,39.21
2019-09-24,54.42,87.08,381.65,28.94,46.29,60.92,131.55,117.33,54.30,181.28,137.38,4.31,135.36,35.20,29.25,14.88,225.00,60.51,48.65,39.47
2019-09-25,55.26,88.42,386.20,29.25,47.27,62.30,130.99,118.00,54.17,182.80,139.36,4.46,135.09,35.09,29.25,15.25,222.17,60.27,49.26,39.49
2019-09-26,54.97,86.99,386.89,29.13,46.55,62.11,128.85,117.03,54.39,180.11,139.54,4.43,135.72,34.97,29.25,16.17,215.48,60.44,48.87,39.43
2019-09-27,54.70,86.27,382.86,29.35,46.66,61.30,128.60,117.72,54.31,177.10,137.73,4.29,135.60,35.40,29.29,16.14,215.26,60.30,50.71,39.48
2019-09-30,55.99,86.80,380.47,29.17,46.14,61.06,129.38,117.69,54.44,178.08,139.03,4.35,137.10,35.12,29.61,16.06,217.32,60.36,50.44,39.56
2019-10-01,56.15,86.78,374.94,28.44,44.44,60.30,129.99,115.55,54.65,175.81,137.07,4.35,137.37,34.63,29.27,16.31,217.21,59.85,49.06,39.28
2019-10-02,54.74,85.66,367.36,27.84,43.92,58.90,132.00,113.25,53.08,174.60,134.65,4.33,133.94,33.92,29.02,16.21,216.75,58.91,48.47,38.71
2019-10-03,55.20,86.22,372.07,27.81,44.95,59.47,131.19,112.19,53.84,179.38,136.28,4.53,137.93,34.65,29.10,15.54,215.36,59.01,48.48,38.77
2019-10-04,56.75,86.98,375.70,28.37,44.23,60.55,133.66,114.62,54.54,180.45,138.12,4.55,140.28,35.12,29.35,15.43,219.80,59.90,49.21,39.39
2019-10-07,56.77,86.63,376.54,28.31,44.18,60.41,133.16,114.37,53.87,179.68,137.12,4.61,138.34,35.02,29.47,15.85,221.24,60.25,48.81,39.08
2019-10-08,56.10,85.28,374.10,27.63,42.73,59.51,131.84,111.82,53.58,177.75,135.67,4.43,137.24,34.63,29.33,16.00,220.11,59.72,47.82,39.19
2019-10-09,56.76,86.10,374.96,27.89,43.09,60.12,129.22,112.63,53.83,179.85,138.24,4.52,137.85,34.89,28.99,16.30,222.08,59.22,48.15,39.64
2019-10-10,57.52,86.01,371.00,28.45,43.61,60.47,129.06,114.21,53.66,180.03,139.10,4.58,137.89,34.98,29.28,16.32,223.73,59.83,48.65,39.87
2019-10-11,59.05,86.60,374.92,28.91,45.42,60.79,131.33,116.14,53.30,184.19,139.68,4.65,137.64,35.30,29.41,16.53,222.07,59.93,49.21,40.08
2019-10-14,58.97,86.82,373.18,29.14,45.00,60.89,130.72,116.45,53.30,183.28,139.55,4.66,137.45,35.48,29.32,17.13,220.59,59.60,49.27,39.72
2019-10-15,58.83,88.37,370.96,29.73,45.88,62.11,132.84,119.96,53.51,188.89,141.57,4.91,136.33,35.68,29.66,17.19,238.59,60.55,50.11,39.84
2019-10-16,58.59,88.87,372.43,30.17,45.93,62.15,135.17,119.68,53.49,189.55,140.41,4.86,136.42,35.52,29.57,17.32,236.99,60.29,49.59,39.81
2019-10-17,58.82,89.37,369.06,30.26,46.66,62.64,136.17,120.35,53.79,190.39,139.69,4.86,136.96,35.64,29.59,17.46,243.67,60.41,49.61,39.95
2019-10-18,59.10,87.88,344.00,30.35,46.24,62.22,127.70,120.56,54.78,185.85,137.41,4.76,136.25,35.64,30.10,17.13,245.34,61.05,49.97,39.71
2019-10-21,60.13,89.28,331.06,31.02,45.36,62.21,128.02,123.55,54.23,189.76,138.43,4.90,136.12,35.64,29.92,16.90,243.92,60.75,50.46,39.91
2019-10-22,59.99,88.29,337.00,31.20,46.76,62.06,129.20,124.79,53.85,182.34,136.37,4.89,136.66,35.61,29.87,17.04,249.48,60.77,50.62,39.86
2019-10-23,60.80,88.11,340.50,31.42,47.17,62.88,129.90,125.12,54.64,186.15,137.24,4.88,137.45,35.94,29.53,16.98,247.80,60.88,50.93,39.78
2019-10-24,60.90,89.04,344.55,31.36,46.19,62.96,127.50,125.03,54.61,186.38,139.94,4.92,137.89,35.57,28.81,19.98,244.51,60.58,51.10,39.70
2019-10-25,61.65,88.07,339.83,31.72,46.45,63.22,128.35,126.03,53.75,187.89,140.73,5.11,136.64,35.94,28.88,21.88,244.91,60.37,51.57,39.68
2019-10-28,62.26,88.85,340.88,31.84,46.81,64.45,129.18,126.51,53.57,189.40,144.19,5.17,136.57,36.44,30.12,21.85,247.05,60.18,51.65,39.74
2019-10-29,60.82,88.14,348.93,32.07,46.81,63.03,129.12,126.43,53.41,189.31,142.83,5.07,136.08,37.35,29.78,21.08,252.29,60.19,52.17,39.05
2019-10-30,60.81,89.00,346.06,31.62,52.18,63.03,132.84,125.73,53.94,188.25,144.61,5.08,136.90,37.61,29.89,21.00,254.80,60.82,52.03,39.37
2019-10-31,62.19,88.83,339.91,31.27,51.51,62.94,132.04,124.92,54.43,191.65,143.37,5.03,137.17,37.51,30.12,20.99,252.70,60.47,51.63,39.09
2019-11-01,63.95,89.57,345.19,31.80,53.57,63.61,131.20,127.80,53.90,193.62,143.72,5.06,136.93,37.53,30.48,20.89,252.21,60.37,52.18,39.21
2019-11-04,64.38,90.23,351.09,32.40,56.41,64.48,130.23,128.82,53.14,194.72,144.55,5.26,135.16,37.17,30.43,21.16,251.25,59.87,52.72,39.19
2019-11-05,64.28,90.09,358.29,32.82,56.62,64.57,130.42,129.10,52.42,194.32,144.46,5.24,134.01,36.64,30.65,21.15,250.30,59.50,53.30,39.62
2019-11-06,64.31,89.79,354.19,32.79,56.87,64.55,130.96,129.30,52.80,191.55,144.06,5.19,134.44,36.76,30.71,21.77,250.52,60.13,53.80,39.83
2019-11-07,64.86,89.41,357.31,33.23,58.27,65.35,131.43,130.00,52.29,190.42,144.26,5.21,133.32,36.08,30.85,22.37,256.46,60.53,54.00,40.08
2019-11-08,65.03,89.29,351.00,33.26,59.45,65.45,133.00,130.38,52.21,190.84,145.96,5.19,133.13,36.22,30.82,22.48,256.97,59.35,54.10,39.81
2019-11-11,65.55,88.58,366.96,33.18,58.58,64.91,131.98,129.92,51.84,189.61,146.11,5.20,132.39,36.10,30.81,23.01,254.09,59.61,54.05,39.68
2019-11-12,65.49,88.90,362.88,33.09,58.94,64.86,131.35,129.16,51.71,194.47,147.07,5.24,131.98,36.14,30.65,23.33,255.25,59.32,54.22,39.71
2019-11-13,66.12,87.66,362.50,32.79,58.27,64.81,131.27,128.48,52.41,193.19,147.31,5.21,133.29,35.78,30.64,23.07,253.57,59.41,53.29,40.33
2019-11-14,65.66,87.73,367.44,32.70,58.27,65.46,130.96,128.60,52.63,193.15,148.06,5.24,133.33,35.73,30.48,23.29,255.83,59.34,53.49,40.22
2019-11-15,66.44,86.97,371.68,32.93,59.45,66.68,134.94,129.53,52.67,195.10,149.97,5.10,133.81,36.44,30.91,23.48,269.40,59.51,53.80,39.62
2019-11-18,66.78,87.63,369.46,32.96,59.04,65.99,134.83,130.62,53.03,197.40,150.34,5.31,134.06,36.38,31.01,23.33,272.93,59.44,54.00,40.08
2019-11-19,66.57,87.64,367.00,32.94,59.35,65.63,134.82,130.58,53.08,199.32,150.39,5.20,134.57,36.81,29.74,23.97,274.23,59.50,54.03,39.96
2019-11-20,65.80,87.28,370.91,32.69,58.78,65.09,135.94,129.63,53.22,197.51,149.62,5.28,133.74,36.22,29.09,23.48,275.56,59.48,53.54,39.71
2019-11-21,65.50,86.74,366.44,32.84,59.51,65.01,136.44,129.93,52.96,197.93,149.48,5.25,133.91,36.89,29.42,23.66,276.55,59.61,53.56,39.95
2019-11-22,65.44,87.29,371.34,33.18,59.61,64.68,138.07,130.79,53.03,198.82,149.59,5.27,134.07,37.47,29.54,22.20,276.84,59.75,54.28,39.79
2019-11-25,66.59,88.69,373.13,33.47,59.76,65.28,137.18,131.49,53.22,199.79,151.23,5.53,133.83,37.81,29.16,22.42,282.67,59.38,54.21,39.64
2019-11-26,66.07,89.85,373.51,33.35,58.58,65.65,137.17,131.67,53.90,198.97,152.03,5.42,135.70,37.43,29.27,21.93,281.40,59.89,53.81,39.73
2019-11-27,66.96,90.93,368.00,33.42,58.27,65.61,137.75,132.06,53.95,202.00,152.32,5.46,135.91,37.76,29.47,22.09,280.67,60.10,54.34,39.59
2019-11-29,66.81,90.04,366.18,33.32,58.16,65.20,137.49,131.76,53.40,201.64,151.38,5.42,135.83,37.65,29.25,22.00,279.87,60.24,54.46,39.70
2019-12-02,66.04,89.08,355.18,33.43,57.60,64.44,137.36,131.47,53.75,199.70,149.55,5.23,135.88,37.43,29.20,22.32,279.66,59.96,53.62,39.76
2019-12-03,64.86,88.50,352.08,32.84,56.72,64.74,137.16,129.78,53.80,198.82,149.31,5.19,135.46,37.19,29.38,22.41,276.90,60.14,52.58,39.56
2019-12-04,65.44,88.03,348.84,33.15,56.25,65.95,139.38,132.34,54.29,198.71,149.85,5.24,137.30,37.28,29.81,22.20,279.32,60.53,53.24,39.56
2019-12-05,66.39,87.02,345.68,33.09,55.69,66.35,139.56,133.06,54.19,199.36,149.93,5.22,136.34,37.17,29.88,22.02,282.00,60.82,53.23,39.55
2019-12-06,67.68,87.58,354.09,33.67,57.29,66.97,140.38,135.04,54.42,201.05,151.75,5.30,137.36,37.43,29.89,22.39,280.19,61.19,54.37,39.93
2019-12-09,66.73,87.48,351.21,33.51,56.72,67.15,140.50,134.41,54.07,201.34,151.36,5.30,137.16,37.46,29.77,22.64,277.54,61.01,53.92,39.79
2019-12-10,67.12,86.96,347.90,33.53,56.82,67.14,139.99,134.50,53.77,200.87,151.13,5.35,136.27,37.61,29.78,23.26,279.52,61.23,53.69,39.71
2019-12-11,67.69,87.44,350.00,33.64,56.62,67.21,140.98,134.18,53.95,202.26,151.70,5.43,137.10,37.36,29.87,23.51,280.50,61.08,53.17,39.67
2019-12-12,67.86,88.02,346.29,34.68,59.04,67.42,141.34,138.02,54.14,196.75,153.24,5.60,137.18,37.67,30.01,23.98,283.61,61.17,54.36,39.92
2019-12-13,68.79,88.05,341.67,34.44,58.53,67.34,141.38,136.81,54.42,194.11,154.53,5.60,137.94,37.47,29.94,23.89,285.48,60.81,53.79,40.10
2019-12-16,69.97,88.46,327.00,34.70,57.65,68.03,141.79,137.34,54.42,197.92,155.53,5.63,137.06,38.26,30.20,25.43,292.03,61.23,54.22,40.18
2019-12-17,70.10,89.53,327.00,35.04,57.29,67.74,143.56,138.18,54.42,198.39,154.69,5.71,136.17,38.02,30.13,25.27,290.47,61.49,54.34,40.43
2019-12-18,69.94,89.20,330.68,35.11,56.56,67.60,143.19,138.04,53.91,202.50,154.37,5.74,135.97,38.01,30.31,26.21,292.90,60.86,53.67,39.95
2019-12-19,70.00,89.61,333.50,34.95,56.98,67.82,145.35,137.35,54.32,206.06,155.71,5.89,136.47,38.09,30.46,26.94,294.62,60.80,53.63,40.03
2019-12-20,69.86,89.33,328.00,34.96,56.93,67.56,146.06,137.24,54.97,206.30,157.41,5.98,137.92,38.35,30.64,27.04,292.59,62.07,53.33,40.10
2019-12-23,71.00,89.65,337.55,35.17,57.60,67.53,146.44,137.20,54.91,206.18,157.41,5.97,137.04,38.43,30.57,27.95,295.09,61.40,53.81,39.68
2019-12-24,71.07,89.46,333.00,35.22,57.75,67.22,145.93,137.58,54.71,205.12,157.38,5.97,136.89,38.40,30.49,28.35,294.54,61.28,53.82,39.84
2019-12-26,72.48,93.44,329.92,35.52,57.96,68.12,145.83,139.04,55.02,207.79,158.67,5.98,136.69,38.49,30.64,28.73,295.65,61.29,54.15,39.84
2019-12-27,72.45,93.49,330.14,35.35,57.70,67.73,145.75,139.14,55.35,208.10,158.96,5.92,137.54,38.43,30.71,28.69,295.97,61.53,53.92,39.86
2019-12-30,72.88,92.34,326.40,35.15,57.18,66.99,145.30,138.63,55.27,204.41,157.59,5.81,136.81,38.03,30.55,27.65,293.85,61.21,53.60,39.80
2019-12-31,73.41,92.39,325.76,35.22,57.60,66.97,145.87,139.40,55.35,205.25,157.70,5.88,136.67,38.30,30.58,27.89,293.98,61.40,53.80,39.61
2020-01-02,75.09,94.90,333.32,35.64,61.57,68.43,145.97,141.09,54.99,209.78,160.62,6.00,135.82,38.26,30.41,28.68,292.50,61.05,53.75,39.65
2020-01-03,74.36,93.75,332.76,34.90,61.78,68.08,144.28,138.34,54.69,208.67,158.62,5.90,135.63,38.05,30.57,29.53,289.54,60.40,53.42,39.30
2020-01-06,74.95,95.14,333.74,34.85,62.65,69.89,144.10,138.23,54.67,212.60,159.03,5.93,136.15,38.00,30.60,30.10,291.55,60.27,53.10,39.22
2020-01-07,74.60,95.34,337.28,34.62,62.19,69.76,144.98,135.88,54.25,213.06,157.58,6.00,134.01,37.88,30.71,31.27,289.79,59.60,52.66,38.85
2020-01-08,75.80,94.60,331.37,34.97,61.62,70.25,144.96,136.94,54.35,215.22,160.09,6.01,134.70,38.18,30.81,32.81,295.90,59.71,52.82,38.72
2020-01-09,77.41,95.05,336.34,35.03,61.47,70.99,145.39,137.44,55.34,218.30,162.09,6.08,134.79,38.01,30.36,32.09,294.22,58.85,52.73,39.12
2020-01-10,77.58,94.16,329.92,34.74,60.23,71.45,145.06,136.07,55.53,218.06,161.34,6.11,134.53,38.60,30.18,31.88,295.13,58.99,52.50,38.79
2020-01-13,79.24,94.56,330.22,35.06,62.55,72.00,145.70,137.20,56.13,221.91,163.28,6.30,136.53,38.52,29.81,34.99,285.85,59.15,52.11,38.63
2020-01-14,78.17,93.47,332.35,35.32,62.09,71.53,146.52,138.80,56.00,219.06,162.13,6.18,136.85,39.17,29.81,35.86,288.24,59.04,49.30,38.73
2020-01-15,77.83,93.10,329.80,34.67,61.26,71.96,147.01,136.72,56.70,221.15,163.18,6.14,139.20,39.75,29.63,34.57,296.41,59.10,48.32,38.43
2020-01-16,78.81,93.90,332.00,34.72,61.11,72.51,148.20,137.25,56.82,221.77,166.17,6.22,139.61,39.70,29.76,34.23,300.74,59.67,49.25,38.63
2020-01-17,79.68,93.24,324.15,34.71,60.95,73.98,149.17,138.20,56.94,222.14,167.10,6.23,141.26,39.60,30.03,34.03,298.47,60.13,49.18,38.32
2020-01-21,79.14,94.60,313.37,34.26,60.18,74.11,149.27,136.84,57.17,221.44,166.50,6.20,141.86,39.43,30.14,36.48,300.53,60.32,48.94,38.53
2020-01-22,79.42,94.37,309.00,34.36,58.68,74.21,148.25,136.68,57.61,221.32,165.70,6.25,143.38,39.28,30.55,37.97,300.59,60.48,48.56,38.70
2020-01-23,79.81,94.23,317.79,34.12,60.74,74.23,148.53,136.54,57.83,219.76,166.72,6.32,143.65,39.79,30.23,38.15,299.46,60.51,48.22,38.60
2020-01-24,79.58,93.08,323.05,33.54,60.44,73.31,148.32,133.15,57.68,217.94,165.04,6.26,142.91,38.92,30.13,37.65,292.81,60.28,47.57,38.12
2020-01-27,77.24,91.42,316.60,32.85,59.04,71.59,148.75,132.03,57.48,214.87,162.28,6.00,142.14,39.26,29.93,37.20,284.09,59.91,47.10,38.62
2020-01-28,79.42,92.66,316.56,33.24,60.54,72.53,149.50,134.43,57.01,217.79,165.46,6.20,142.44,37.28,30.19,37.79,285.87,60.70,47.37,38.87
2020-01-29,81.08,92.90,322.02,33.01,66.78,72.83,150.54,134.23,57.01,223.23,168.04,6.14,141.73,36.73,28.99,38.73,282.90,59.53,47.27,38.63
2020-01-30,80.97,93.53,323.30,33.48,65.70,72.71,150.36,135.89,58.86,209.53,172.78,6.15,143.83,36.23,29.29,42.72,280.98,59.36,47.91,38.86
2020-01-31,77.38,100.44,318.27,32.83,64.25,71.64,148.87,132.36,58.40,201.91,170.23,5.91,142.02,36.40,29.44,43.37,272.45,59.44,46.94,38.16
2020-02-03,77.17,100.21,316.00,32.97,63.27,74.13,150.17,133.37,58.58,204.19,174.38,6.01,142.51,36.66,28.92,52.00,274.02,58.05,47.12,38.09
2020-02-04,79.71,102.48,317.94,33.62,64.92,72.27,151.60,135.29,58.84,209.83,180.12,6.18,143.22,36.84,29.45,59.14,280.84,58.29,47.26,38.42
2020-02-05,80.36,101.99,329.55,34.71,66.37,72.30,153.99,137.59,58.85,210.11,179.90,6.27,144.30,37.31,29.59,48.98,295.73,59.13,48.31,38.94
2020-02-06,81.30,102.51,341.43,34.67,66.83,73.80,153.53,137.61,58.99,210.85,183.63,6.36,144.33,37.40,30.08,49.93,292.46,59.44,47.98,38.77
2020-02-07,80.01,103.96,336.75,34.61,66.22,73.96,151.89,137.17,59.19,212.33,183.89,6.29,145.37,37.19,30.09,49.87,289.22,59.94,47.84,38.82
2020-02-10,80.39,106.70,344.67,34.69,66.63,75.43,151.86,137.74,59.75,213.06,188.70,6.57,145.66,36.96,30.00,51.42,287.03,60.24,47.77,38.42
2020-02-11,79.90,107.54,344.42,34.77,66.32,75.50,151.99,138.00,59.59,207.19,184.44,6.70,146.08,37.23,29.87,51.63,290.79,58.69,47.99,38.47
2020-02-12,81.80,108.00,347.45,34.92,67.92,75.93,151.09,138.00,59.41,210.76,184.71,6.81,146.08,36.89,29.77,51.15,303.48,58.23,47.79,38.62
2020-02-13,81.22,107.49,342.82,34.91,66.78,75.67,150.09,137.88,59.61,213.14,183.71,6.77,146.47,36.10,29.98,53.60,302.20,58.65,48.12,39.15
2020-02-14,81.24,106.74,340.49,34.85,66.22,75.94,150.13,137.46,59.95,214.18,185.35,7.24,146.99,35.69,29.93,53.34,298.78,58.51,48.22,39.30
2020-02-18,79.75,107.78,338.88,34.27,65.80,75.97,149.14,135.64,59.53,217.80,187.23,7.41,145.60,35.50,29.94,57.23,302.14,57.91,46.99,39.88
2020-02-19,80.91,108.51,338.30,34.72,65.08,76.24,148.94,137.49,59.77,217.49,187.28,7.87,145.53,35.41,30.08,61.16,305.31,58.22,47.09,39.23
2020-02-20,80.08,107.66,336.28,34.85,64.67,75.85,148.37,137.49,59.72,214.58,184.42,7.72,145.16,35.04,30.21,59.96,302.13,58.09,47.34,39.23
2020-02-21,78.26,104.80,330.38,34.36,63.22,74.17,149.93,135.81,60.13,210.18,178.59,7.35,145.85,34.92,30.17,60.07,301.43,58.20,47.70,39.53
2020-02-24,74.55,100.46,317.90,32.73,61.21,70.99,145.91,132.16,58.65,200.72,170.89,6.83,142.64,33.89,29.77,55.59,277.79,57.99,46.39,38.77
2020-02-25,72.02,98.64,304.14,31.08,58.42,69.32,144.65,126.26,57.82,196.77,168.07,6.55,141.10,33.17,29.23,53.33,263.39,57.12,45.12,38.13
2020-02-26,73.16,98.98,305.59,30.63,56.51,69.52,143.68,126.64,57.60,197.20,170.17,6.69,141.98,33.94,29.03,51.92,263.00,57.14,44.14,37.93
2020-02-27,68.38,94.22,287.76,29.13,53.62,65.75,139.12,121.37,54.93,189.75,158.18,6.32,136.37,33.33,27.96,45.27,253.92,55.06,42.47,36.80
2020-02-28,68.34,94.19,275.11,28.50,56.15,66.96,134.48,116.11,53.49,192.47,162.01,6.75,132.03,32.67,27.56,44.53,254.96,54.16,40.85,35.89
2020-03-02,74.70,97.70,289.27,29.37,57.85,69.32,140.02,121.52,55.92,196.44,172.79,6.91,137.58,34.09,29.09,49.57,273.11,57.32,42.26,38.63
2020-03-03,72.33,95.45,280.62,27.75,56.15,66.89,135.59,116.96,56.06,185.89,164.51,6.65,135.58,33.53,28.41,49.70,261.40,55.70,40.53,37.64
2020-03-04,75.69,98.79,283.12,28.39,56.51,69.08,143.48,119.85,58.92,191.76,170.55,7.11,142.39,35.58,29.88,49.97,289.42,58.12,41.40,38.92
2020-03-05,73.23,96.20,260.37,26.78,52.02,65.74,142.01,113.97,56.74,185.17,166.27,6.83,138.10,34.66,29.09,48.30,282.96,57.16,38.90,38.64
2020-03-06,72.26,95.05,262.33,25.71,48.51,64.79,142.03,108.08,55.26,181.09,161.57,6.65,137.26,34.23,28.98,46.90,283.87,56.87,37.09,39.08
2020-03-09,66.54,90.03,227.17,21.93,42.37,60.79,136.44,93.44,51.86,169.50,150.62,6.14,130.16,33.00,27.15,40.53,273.44,55.83,32.48,39.05
2020-03-10,71.33,94.59,231.01,23.61,45.67,63.76,141.64,100.70,53.66,178.19,160.92,6.53,134.14,33.81,28.05,43.02,280.00,56.52,35.08,39.93
2020-03-11,68.86,91.04,189.08,22.67,42.37,60.55,131.80,95.96,52.21,170.24,153.63,6.16,129.75,31.45,27.01,42.28,277.78,54.83,32.33,38.14
2020-03-12,62.06,83.83,154.84,20.51,37.31,55.58,125.41,88.05,47.16,154.47,139.06,5.41,115.34,29.34,24.52,37.37,250.41,51.20,27.20,34.68
2020-03-13,69.49,89.25,170.20,24.16,40.51,60.71,134.29,103.91,48.47,170.28,158.83,6.02,127.45,31.97,26.97,36.44,272.04,54.17,30.89,38.03
2020-03-16,60.55,84.46,129.61,20.44,34.37,53.65,127.13,88.36,45.26,146.01,135.42,4.91,113.09,29.50,24.89,29.67,225.04,50.99,26.50,35.59
