Date,AAPL,AMZN,BA,BAC,GE,GOOGL,JNJ,JPM,KO,META,MSFT,NVDA,PEP,PFE,T,TSLA,UNH,VZ,WFC,WMT
2017-10-12,39.00,50.05,261.91,25.45,118.58,50.28,136.83,95.99,46.11,172.55,77.12,4.78,112.45,35.53,28.06,23.71,192.92,48.35,55.21,28.70
2017-10-13,39.25,50.15,260.74,25.83,118.22,50.39,136.43,95.86,46.18,173.74,77.49,4.86,112.62,35.52,27.94,23.70,192.52,47.86,53.69,28.87
2017-10-16,39.97,50.32,259.75,26.24,120.17,50.47,136.12,97.84,46.62,174.52,77.65,4.95,113.57,35.17,28.30,23.37,193.20,48.09,53.80,28.58
2017-10-17,40.12,50.46,258.62,26.20,119.30,50.55,140.79,97.62,46.52,176.11,77.59,4.94,112.19,35.38,28.35,23.72,203.89,48.40,53.19,28.66
2017-10-18,39.94,49.85,260.04,26.48,118.94,50.64,140.68,97.99,46.40,176.03,77.61,4.94,111.95,35.02,27.94,23.98,205.23,48.65,53.41,28.74
2017-10-19,38.99,49.33,259.04,26.58,121.30,50.09,142.04,98.11,46.59,174.56,77.91,4.95,112.67,35.42,27.93,23.45,203.25,49.21,53.75,28.80
2017-10-20,39.06,49.15,264.75,27.17,122.59,50.25,142.40,99.51,46.38,174.98,78.81,4.92,111.61,35.60,27.81,23.01,207.49,49.53,54.92,29.15
2017-10-23,39.04,48.31,262.32,27.16,114.82,49.28,143.62,99.34,46.32,171.27,78.83,4.92,111.69,35.58,27.58,22.47,207.01,48.99,54.91,29.55
2017-10-24,39.27,48.80,266.00,27.68,112.61,49.42,141.64,100.92,46.18,171.80,78.86,4.97,110.75,35.45,27.28,22.49,208.15,48.94,55.42,29.33
2017-10-25,39.10,48.65,258.42,27.63,110.60,49.57,142.36,101.02,46.05,170.60,78.63,4.84,110.07,35.35,26.21,21.72,207.56,48.64,55.25,29.49
2017-10-26,39.35,48.62,259.27,27.74,109.68,49.57,141.81,101.74,46.23,170.63,78.76,4.89,110.73,34.93,26.36,21.74,209.15,48.89,55.62,29.54
2017-10-27,40.76,55.05,256.46,27.80,106.95,51.68,141.78,101.77,46.07,177.88,83.81,5.05,110.60,34.80,26.58,21.39,212.60,48.87,55.87,29.39
2017-10-30,41.68,55.54,259.25,27.60,104.99,51.66,140.00,101.41,45.86,179.87,83.89,5.10,109.65,34.36,26.25,21.34,209.39,47.83,55.85,28.98
2017-10-31,42.26,55.26,257.98,27.39,103.71,51.65,139.41,100.61,45.98,180.06,83.18,5.17,110.23,34.27,26.33,22.10,210.22,47.87,56.14,29.10
2017-11-01,41.72,55.18,258.50,27.53,102.99,52.13,139.98,100.92,45.80,182.66,83.18,5.18,110.13,34.47,26.25,21.41,209.53,47.83,56.21,29.31
2017-11-02,42.03,54.71,262.63,27.87,102.58,52.15,139.93,101.59,45.88,178.92,84.05,5.15,110.05,34.66,25.96,19.95,211.10,47.46,56.48,29.60
2017-11-03,43.13,55.58,261.75,27.82,103.61,52.50,140.08,101.41,45.97,178.92,84.14,5.22,110.22,34.75,26.06,20.41,212.87,47.42,56.35,29.89
2017-11-06,43.56,56.03,264.07,27.75,103.55,52.13,139.76,100.78,45.47,180.17,84.47,5.24,109.26,34.52,25.71,20.19,212.12,45.53,56.18,29.57
2017-11-07,43.70,56.16,266.13,27.18,103.97,52.62,139.77,98.75,45.94,180.25,84.27,5.30,110.47,34.56,25.88,20.40,212.70,45.57,55.05,29.65
2017-11-08,44.06,56.64,265.57,26.79,103.50,52.91,141.32,97.64,46.18,179.56,84.56,5.23,112.00,34.54,26.17,20.29,210.77,45.46,54.26,30.09
2017-11-09,43.97,56.46,262.70,26.49,102.83,52.39,140.35,97.63,46.23,179.30,84.09,5.13,111.48,34.41,26.61,20.20,211.56,45.07,54.00,30.10
2017-11-10,43.67,56.27,260.85,26.51,105.41,52.21,139.56,97.51,46.54,178.46,83.87,5.40,112.75,34.39,26.78,20.20,211.07,44.88,53.81,30.31
2017-11-13,43.49,56.46,262.42,26.40,97.84,52.06,139.76,97.86,46.72,178.77,83.93,5.32,114.04,34.50,26.74,21.03,212.66,44.75,53.72,30.33
2017-11-14,42.84,56.84,261.76,26.24,92.08,52.08,139.49,97.27,47.43,178.07,84.05,5.35,115.76,34.58,26.39,20.58,211.71,44.22,54.04,30.36
2017-11-15,42.27,56.33,262.86,26.79,93.93,51.82,139.10,98.19,46.81,177.95,82.98,5.25,115.10,34.56,26.46,20.75,209.86,44.11,53.75,29.94
2017-11-16,42.77,56.86,263.70,26.76,93.88,52.42,138.87,98.47,46.55,179.59,83.20,5.29,115.23,34.76,27.01,20.83,211.13,44.77,54.60,33.21
2017-11-17,42.54,56.49,262.26,26.62,93.68,51.79,138.00,98.14,45.71,179.00,82.40,5.28,114.68,34.57,27.00,21.00,209.90,45.42,54.15,32.49
2017-11-20,42.49,56.32,264.63,26.74,92.49,51.73,137.93,99.01,45.46,178.74,82.53,5.35,114.91,34.55,27.11,20.58,210.25,46.20,54.05,32.49
2017-11-21,43.28,56.97,266.99,26.73,91.72,52.52,138.34,98.93,45.78,181.86,83.72,5.40,116.05,34.74,26.86,21.19,212.60,46.18,54.52,32.17
2017-11-22,43.74,57.81,265.15,26.66,93.37,52.60,137.29,98.64,45.84,180.87,83.11,5.37,115.08,34.63,27.29,20.84,211.22,47.10,54.06,32.14
2017-11-24,43.74,59.30,265.88,26.59,93.57,52.83,138.01,98.32,45.88,182.78,83.26,5.42,115.90,34.69,27.24,21.04,212.51,47.01,54.09,32.21
2017-11-27,43.52,59.79,265.58,26.59,93.21,53.60,138.10,97.93,45.90,183.03,83.87,5.35,115.85,34.69,27.14,21.12,212.40,47.66,53.95,32.21
2017-11-28,43.27,59.68,267.99,27.64,94.71,53.16,140.02,101.36,45.83,182.42,84.88,5.27,116.77,35.04,27.72,21.17,216.14,48.82,55.57,32.26
2017-11-29,42.37,58.06,269.30,28.28,95.07,51.87,139.81,103.73,45.50,175.13,83.34,4.91,116.84,35.39,28.55,20.50,222.88,49.90,56.68,32.52
2017-11-30,42.96,58.84,276.80,28.17,94.09,51.81,139.33,104.52,45.77,177.18,84.17,5.02,116.52,35.44,28.47,20.59,228.17,50.89,56.47,32.41
2017-12-01,42.76,58.12,271.38,28.10,91.98,51.25,139.98,104.79,45.97,175.10,84.26,4.94,116.78,35.53,28.56,20.44,226.78,51.25,56.20,32.45
2017-12-04,42.45,56.70,277.97,29.06,92.34,50.59,139.01,106.95,46.23,171.47,81.08,4.67,117.46,35.25,29.16,20.35,221.42,51.72,57.39,32.34
2017-12-05,42.41,57.08,275.54,28.93,91.36,50.98,139.67,105.72,46.26,172.83,81.59,4.69,117.59,34.83,28.60,20.25,220.09,50.92,58.55,32.61
2017-12-06,42.25,57.62,278.27,28.64,90.85,51.64,141.06,104.93,46.45,176.06,82.78,4.73,118.90,34.76,28.26,20.88,219.94,50.68,58.57,32.43
2017-12-07,42.33,57.99,281.97,28.78,91.11,52.23,140.01,104.62,45.78,180.14,82.49,4.80,116.73,34.70,28.30,20.75,220.15,50.42,59.36,32.26
2017-12-08,42.34,58.10,285.90,29.05,91.11,52.47,140.59,105.93,45.31,179.00,84.16,4.79,116.57,34.93,28.74,21.01,223.91,51.09,59.31,32.18
2017-12-11,43.17,58.45,283.16,28.94,90.80,52.60,141.14,105.62,45.33,179.04,85.23,4.87,117.39,35.39,28.87,21.93,222.77,51.84,58.87,32.31
2017-12-12,42.92,58.25,289.94,29.32,92.13,52.44,142.60,106.85,45.29,176.96,85.58,4.77,117.40,35.76,29.81,22.74,222.49,53.19,60.33,32.23
2017-12-13,43.07,58.21,291.84,28.84,91.36,52.57,142.89,105.51,45.90,178.30,85.35,4.65,117.80,35.81,29.77,22.60,224.35,52.89,59.40,32.59
2017-12-14,43.05,58.71,293.88,28.73,90.75,52.87,141.65,104.66,46.03,178.39,84.69,4.66,118.02,35.64,29.53,22.53,221.25,52.34,59.22,32.38
2017-12-15,43.49,58.96,293.94,29.04,91.67,53.60,142.46,106.14,46.19,180.18,86.85,4.79,119.22,36.36,29.92,22.90,221.82,52.67,59.87,32.37
2017-12-18,44.10,59.53,296.14,29.48,91.36,54.25,141.80,106.96,45.93,180.82,86.38,4.95,118.05,36.29,30.10,22.59,222.67,53.25,60.92,32.63
2017-12-19,43.63,59.37,297.25,29.45,90.49,53.99,141.78,106.51,46.13,179.51,85.83,4.90,118.61,36.11,29.77,22.07,222.04,52.83,60.36,32.93
2017-12-20,43.59,58.88,297.90,29.48,89.77,53.68,141.16,106.14,46.08,177.89,85.52,4.92,119.02,35.64,30.17,21.93,222.38,52.77,60.14,32.92
2017-12-21,43.75,58.74,295.03,29.82,89.87,53.54,141.06,107.83,45.60,177.45,85.50,4.90,118.26,35.42,30.42,22.11,221.69,53.01,61.61,32.69
2017-12-22,43.75,58.42,295.10,29.88,90.02,53.44,140.12,107.45,45.59,177.20,85.51,4.88,118.60,35.33,30.47,21.68,220.00,53.19,61.55,32.74
2017-12-26,42.64,58.84,295.36,29.78,89.66,53.29,140.09,107.02,45.81,175.99,85.40,4.94,118.89,35.39,30.57,21.15,219.60,53.22,61.13,33.05
2017-12-27,42.65,59.11,295.62,29.73,89.41,53.01,140.57,107.22,45.93,177.62,85.71,4.93,119.30,35.51,30.43,20.78,220.42,53.28,60.95,33.09
2017-12-28,42.77,59.30,296.35,29.80,89.30,52.80,140.56,107.79,45.72,177.92,85.72,4.93,119.35,35.55,30.66,21.02,222.77,53.43,61.30,33.13
2017-12-29,42.31,58.47,294.91,29.52,89.77,52.67,139.72,106.94,45.88,176.46,85.54,4.84,119.92,35.40,30.42,20.76,220.46,52.93,60.67,32.92
2018-01-02,43.06,59.45,296.84,29.90,92.49,53.66,139.23,107.95,45.54,181.42,85.95,4.98,118.06,35.62,30.16,21.37,221.16,53.53,61.09,32.86
2018-01-03,43.06,60.21,297.80,29.80,93.37,54.58,140.56,108.06,45.44,184.67,86.35,5.31,117.75,35.88,29.46,21.15,223.48,52.43,61.56,33.15
2018-01-04,43.26,60.48,296.67,30.19,95.32,54.79,140.55,109.04,46.08,184.33,87.11,5.34,118.33,35.96,29.74,20.97,224.45,52.60,62.33,33.18
2018-01-05,43.75,61.46,308.84,30.33,95.37,55.51,141.71,108.34,46.07,186.85,88.19,5.38,118.67,36.03,29.85,21.11,228.73,52.48,62.75,33.38
2018-01-08,43.59,62.34,310.15,30.12,94.04,55.71,141.89,108.50,46.00,188.28,88.28,5.55,117.99,35.63,29.93,22.43,224.76,52.39,62.04,33.87
2018-01-09,43.58,62.63,318.43,30.27,95.48,55.64,144.14,109.05,46.23,187.87,88.22,5.55,118.08,35.59,29.34,22.25,225.88,51.61,62.26,33.46
2018-01-10,43.57,62.72,320.26,30.55,97.38,55.51,143.97,110.25,46.07,187.84,87.82,5.59,117.48,35.65,28.66,22.32,224.20,51.69,63.12,33.22
2018-01-11,43.82,63.83,328.12,30.66,97.84,55.60,144.79,110.84,46.04,187.77,88.08,5.60,116.88,35.74,28.55,22.53,225.39,52.11,63.01,33.34
2018-01-12,44.27,65.26,336.21,31.19,96.51,56.53,145.76,112.67,46.15,179.37,89.60,5.57,117.38,35.72,28.87,22.41,228.64,51.86,62.55,33.62
2018-01-16,44.05,65.24,335.16,31.24,93.68,56.53,146.86,112.27,46.53,178.39,88.35,5.50,117.86,35.78,28.73,22.67,232.90,51.66,62.50,33.56
2018-01-17,44.77,64.75,351.01,31.18,89.25,56.95,146.98,112.99,46.82,177.60,90.14,5.62,119.18,36.34,28.84,23.14,238.43,51.72,63.88,34.23
2018-01-18,44.81,64.67,340.16,31.48,86.27,56.80,146.92,113.26,46.88,179.80,90.10,5.61,119.05,36.16,29.07,22.97,243.16,51.55,63.95,34.77
2018-01-19,44.62,64.73,337.73,31.72,83.65,57.17,147.36,113.01,47.16,181.29,90.00,5.75,120.17,36.11,29.12,23.33,243.35,51.91,64.22,34.86
2018-01-22,44.25,66.37,338.00,31.94,83.18,58.21,148.14,114.33,47.38,185.37,91.61,5.84,121.51,36.10,29.63,23.44,243.56,53.46,64.73,35.15
2018-01-23,44.26,68.13,335.59,31.92,86.89,58.81,141.83,114.21,47.45,189.35,91.90,5.97,121.30,35.99,29.10,23.52,245.21,53.23,64.49,35.30
2018-01-24,43.55,67.88,334.69,32.09,84.57,58.56,142.07,115.67,47.83,186.55,91.82,5.89,121.14,36.10,28.97,23.06,244.85,54.22,65.48,35.26
2018-01-25,42.78,68.90,343.11,32.09,83.23,59.11,144.40,115.70,47.84,187.48,92.33,5.91,120.90,36.39,29.31,22.51,245.18,54.29,65.65,35.53
2018-01-26,42.88,70.10,343.22,32.20,82.98,59.38,145.33,116.32,48.53,190.00,94.06,6.08,121.76,38.13,29.59,22.86,248.47,54.72,65.93,36.13
2018-01-29,41.99,70.88,340.82,32.28,83.75,59.32,143.68,116.20,47.70,185.98,93.92,6.17,119.67,38.14,29.16,23.30,247.41,54.13,65.82,36.52
2018-01-30,41.74,71.89,337.71,31.88,82.05,58.87,142.43,115.11,47.41,187.12,92.74,6.07,119.89,36.95,29.30,23.05,236.65,53.90,65.28,35.91
2018-01-31,41.86,72.54,354.37,32.00,83.18,59.11,138.19,115.67,47.59,186.89,95.01,6.14,120.30,36.21,29.31,23.62,236.78,54.07,65.78,35.53
2018-02-01,41.95,69.50,356.94,32.50,82.41,59.08,140.02,116.87,47.45,193.09,94.26,6.01,120.30,36.00,30.64,23.28,235.22,54.30,65.51,35.17
2018-02-02,40.13,71.50,348.91,31.95,80.46,55.96,137.68,114.28,46.73,190.28,91.78,5.84,118.67,35.79,29.79,22.92,231.88,52.98,64.07,34.83
2018-02-05,39.12,69.50,328.88,30.26,76.70,53.12,130.39,108.80,44.89,181.26,88.00,5.34,114.46,33.89,28.66,22.21,220.02,50.50,58.16,33.36
2018-02-06,40.76,72.14,340.91,31.20,78.55,54.22,131.83,112.11,44.67,185.31,91.33,5.64,113.56,34.49,28.82,22.26,225.18,50.83,57.28,33.63
2018-02-07,39.88,70.84,348.12,31.25,78.45,52.77,131.42,112.87,44.56,180.18,89.61,5.72,113.50,34.19,28.90,23.00,225.82,51.01,57.54,34.28
2018-02-08,38.79,67.53,329.66,29.74,74.33,50.39,126.36,107.88,43.10,171.58,85.01,5.44,110.15,32.87,27.83,21.02,216.46,49.04,55.40,33.34
2018-02-09,39.10,66.98,332.83,30.33,76.86,52.31,129.53,110.04,43.13,176.11,88.18,5.80,111.18,33.39,28.21,20.69,220.96,49.88,56.13,33.12
2018-02-12,40.68,69.31,343.80,31.12,76.24,52.73,130.27,111.74,43.97,176.41,89.13,5.70,111.93,33.88,28.46,21.05,225.69,50.11,56.50,33.18
2018-02-13,41.09,70.73,343.16,31.18,75.47,52.71,129.96,112.43,44.19,173.15,89.83,5.82,112.14,34.15,28.64,21.58,226.64,50.08,58.00,33.66
2018-02-14,41.84,72.55,344.85,32.00,76.65,53.63,129.67,115.03,44.10,179.52,90.81,6.04,109.11,34.40,28.49,21.49,228.78,49.51,59.55,33.90
2018-02-15,43.25,73.09,356.46,32.21,76.39,54.57,131.23,115.51,44.78,179.96,92.66,6.16,110.97,34.91,28.95,22.27,226.02,49.74,60.02,34.41
2018-02-16,43.11,72.43,355.04,31.97,77.42,54.77,133.15,114.68,44.98,177.36,92.00,6.10,111.06,35.44,29.06,22.37,229.37,50.15,59.95,34.93
2018-02-20,42.96,73.42,353.35,31.93,75.83,55.18,130.87,114.71,43.99,176.01,92.72,6.23,109.48,35.20,28.77,22.32,226.66,48.92,59.95,31.37
2018-02-21,42.77,74.15,352.37,31.87,74.54,55.69,129.91,115.19,43.34,177.91,91.49,6.04,108.00,34.95,28.41,22.22,225.13,47.96,59.73,30.51
2018-02-22,43.13,74.27,355.92,31.69,75.21,55.49,129.91,114.98,43.52,178.99,91.73,6.05,109.26,34.93,28.54,23.08,227.09,47.87,58.81,30.92
2018-02-23,43.88,75.00,356.66,32.03,74.54,56.40,132.02,117.31,44.04,183.29,94.06,6.15,109.68,35.44,28.73,23.47,230.16,48.29,59.17,30.96
2018-02-26,44.74,76.10,363.48,32.42,75.36,57.19,132.07,118.77,44.03,184.93,95.42,6.16,110.94,36.25,29.31,23.83,234.06,49.09,59.97,31.04
2018-02-27,44.60,75.60,364.64,32.33,74.59,55.88,131.67,117.36,43.62,181.46,94.20,6.15,110.89,35.97,28.85,23.40,232.52,48.04,59.21,30.51
2018-02-28,44.53,75.62,362.21,32.10,72.59,55.20,129.88,115.50,43.22,178.32,93.77,6.05,109.73,35.49,28.41,22.87,226.16,47.74,58.41,30.00
2018-03-01,43.75,74.67,349.69,31.48,72.12,53.57,127.28,113.43,43.43,175.94,92.85,5.81,108.12,34.83,28.17,22.06,224.45,47.96,57.31,29.69
2018-03-02,44.05,75.01,344.67,31.63,72.64,54.21,128.82,113.32,43.72,176.62,93.05,5.91,109.04,35.14,28.44,22.34,225.19,48.26,57.41,29.59
2018-03-05,44.20,76.18,352.75,32.13,74.18,54.74,129.79,115.06,43.89,180.40,93.64,5.89,109.43,35.31,28.72,22.22,228.38,48.71,57.59,29.99
2018-03-06,44.17,76.88,348.92,32.11,75.31,55.05,128.22,115.16,43.93,179.78,93.32,6.05,109.58,35.07,28.85,21.88,226.18,48.89,57.07,29.69
2018-03-07,43.76,77.25,347.04,32.18,74.64,55.75,129.04,114.73,43.82,183.71,93.86,6.05,109.84,35.12,28.88,22.15,227.27,48.84,56.60,29.25
2018-03-08,44.23,77.59,348.73,32.20,74.69,56.47,132.06,114.74,44.45,182.34,94.43,6.03,112.08,35.68,29.04,21.94,224.73,49.01,56.72,29.31
2018-03-09,44.99,78.94,354.52,32.72,76.86,58.04,133.80,118.04,44.82,185.23,96.54,6.13,112.54,35.94,28.99,21.81,225.43,49.01,58.23,29.57
2018-03-12,45.43,79.92,344.19,32.84,77.68,58.30,132.63,117.66,44.53,184.76,96.77,6.24,112.75,35.79,29.23,23.03,222.77,48.80,58.02,29.36
2018-03-13,44.99,79.41,338.67,32.36,74.23,57.00,134.35,116.25,44.57,181.88,94.41,6.19,113.60,35.92,29.26,22.79,226.94,48.65,57.56,29.43
2018-03-14,44.61,79.55,330.26,32.14,73.41,57.44,132.32,114.95,43.78,184.19,93.85,6.22,112.61,35.53,28.98,21.78,225.38,48.45,56.63,29.22
2018-03-15,44.66,79.12,329.98,32.10,73.87,57.53,133.06,115.24,43.67,183.86,94.18,6.23,111.99,35.76,28.98,21.71,229.48,48.29,56.83,29.17
2018-03-16,44.51,78.58,330.47,32.17,73.61,56.72,133.68,115.44,43.46,185.09,94.60,6.26,111.64,35.95,28.95,21.42,227.86,48.56,55.90,29.72
2018-03-19,43.83,77.25,331.76,31.98,72.38,55.00,130.24,114.53,43.26,172.56,92.89,6.03,110.36,35.51,28.62,20.90,225.05,48.31,55.48,29.15
2018-03-20,43.81,79.33,337.63,31.98,70.17,54.79,131.21,114.64,43.16,168.15,93.13,6.24,109.90,35.51,28.44,20.70,226.78,47.69,54.90,29.32
2018-03-21,42.82,79.09,337.10,31.87,71.40,54.70,131.19,114.74,43.00,169.39,92.48,6.21,108.74,35.45,28.17,21.10,222.82,47.28,54.79,29.39
2018-03-22,42.21,77.25,319.61,30.55,68.68,52.66,127.38,109.95,42.76,164.89,89.79,6.05,107.94,34.80,27.68,20.61,215.21,46.88,52.53,29.05
2018-03-23,41.23,74.78,321.00,29.17,67.24,51.33,125.10,107.01,42.33,159.39,87.18,5.82,106.15,33.71,27.15,20.10,212.55,46.29,50.98,28.47
2018-03-26,43.19,77.79,328.97,30.44,66.31,52.70,127.39,110.31,42.69,160.06,93.78,6.11,106.81,34.25,27.15,20.28,219.07,47.07,52.29,29.17
2018-03-27,42.09,74.85,321.12,29.52,69.14,50.35,127.21,108.17,42.89,152.22,89.47,5.64,107.64,34.22,27.31,18.61,217.96,47.31,51.10,28.68
2018-03-28,41.62,71.57,320.02,29.39,70.37,50.26,127.45,108.00,43.32,153.03,89.39,5.53,109.18,34.50,27.83,17.19,218.50,48.00,51.48,29.26
2018-03-29,41.95,72.37,327.88,29.99,69.34,51.86,128.15,109.97,43.43,159.79,91.27,5.79,109.15,34.69,27.90,17.74,214.00,47.82,52.41,29.66
2018-04-02,41.67,68.60,322.44,29.31,67.49,50.63,124.56,107.85,42.67,155.39,88.52,5.53,107.05,34.26,27.47,16.83,217.20,47.16,51.35,28.52
2018-04-03,42.10,69.60,330.82,29.59,67.54,50.93,128.35,109.33,43.38,156.11,89.71,5.63,108.19,34.88,27.68,17.84,224.58,47.50,52.08,28.93
2018-04-04,42.90,70.53,327.44,29.88,68.32,51.49,130.41,110.99,44.24,155.10,92.33,5.66,110.18,35.32,28.08,19.13,228.79,47.93,52.91,29.07
2018-04-05,43.20,72.59,336.40,30.32,69.09,51.63,130.71,111.88,44.40,159.34,92.38,5.53,110.57,34.92,28.28,20.38,229.07,48.24,53.26,29.27
2018-04-06,42.09,70.26,326.12,29.63,67.18,50.50,128.10,109.09,43.92,157.20,90.23,5.36,109.30,34.38,27.88,19.95,223.96,47.48,52.23,28.90
2018-04-09,42.51,70.30,322.48,29.87,66.00,51.00,129.48,110.40,43.83,157.93,90.77,5.39,109.38,34.66,27.52,19.31,222.73,46.92,52.25,28.76
2018-04-10,43.31,71.81,334.83,30.48,67.13,51.83,130.25,112.51,43.99,165.04,92.88,5.70,109.40,35.14,28.02,20.31,226.79,48.27,52.62,28.82
2018-04-11,43.11,71.35,327.36,29.90,66.72,51.25,129.63,110.62,43.99,166.32,91.86,5.66,108.68,34.98,27.58,20.06,221.90,47.58,51.93,28.64
2018-04-12,43.53,72.42,337.48,30.65,67.80,51.86,130.43,113.37,44.03,163.87,93.58,5.87,108.31,35.50,27.51,19.61,224.24,47.74,52.70,28.48
2018-04-13,43.68,71.54,329.28,29.80,69.40,51.80,130.62,110.30,44.51,164.52,93.08,5.79,109.26,35.50,27.50,20.02,224.28,47.66,50.89,28.67
2018-04-16,43.95,72.08,331.77,29.93,68.57,52.30,131.76,110.21,44.68,164.83,94.17,5.79,109.92,35.71,27.89,19.41,230.32,48.39,50.80,28.95
2018-04-17,44.56,75.19,336.72,30.04,70.94,53.97,130.54,110.21,44.88,168.66,96.07,5.94,108.87,35.51,27.67,19.18,238.55,48.85,50.57,29.30
2018-04-18,44.46,76.39,341.00,29.53,70.27,53.77,127.72,109.32,44.51,166.36,96.44,5.91,106.98,35.67,27.55,19.56,236.40,48.62,50.39,29.19
2018-04-19,43.20,77.85,340.64,30.18,71.97,54.47,127.55,111.72,44.31,168.10,96.11,5.73,105.57,35.71,27.25,20.01,235.76,48.43,51.54,29.30
2018-04-20,41.43,76.37,338.67,30.26,74.80,53.87,126.66,111.47,43.74,166.28,95.00,5.72,102.48,35.80,27.13,19.35,235.06,47.90,52.56,28.99
2018-04-23,41.31,75.89,338.84,30.32,74.69,53.69,126.83,110.93,43.98,165.84,95.35,5.60,102.58,35.97,27.30,18.89,234.34,48.66,52.61,28.70
2018-04-24,40.73,73.00,329.06,30.19,75.52,51.13,126.19,110.41,43.07,159.69,93.12,5.53,101.44,36.23,27.39,18.90,234.22,49.67,52.51,28.84
2018-04-25,40.91,73.01,342.86,30.14,72.28,51.15,126.76,109.99,42.43,159.69,92.31,5.42,101.15,35.85,27.54,18.71,234.90,50.10,53.11,29.06
2018-04-26,41.05,75.90,342.79,30.07,73.97,52.17,128.01,110.10,42.75,174.16,94.26,5.63,103.26,36.02,25.90,19.03,237.03,49.76,52.44,29.31
2018-04-27,40.58,78.63,340.88,30.15,73.97,51.57,128.27,109.40,43.31,173.59,95.82,5.66,101.71,36.17,25.85,19.61,240.18,51.57,52.36,29.10
2018-04-30,41.31,78.31,333.56,29.92,72.38,50.93,126.49,108.78,43.21,172.00,93.52,5.62,100.94,35.79,25.59,19.59,236.40,49.35,51.96,29.49
2018-05-01,42.27,79.11,329.54,29.95,72.28,52.04,126.01,108.78,42.59,173.86,95.00,5.68,99.13,34.60,25.46,19.99,236.85,48.82,52.56,29.14
2018-05-02,44.14,78.48,324.19,29.58,72.95,51.30,123.50,107.92,42.06,176.07,93.51,5.66,97.23,34.10,25.09,20.08,233.46,47.75,52.19,28.78
2018-05-03,44.22,78.60,330.69,29.20,71.66,51.31,123.03,107.24,41.89,174.02,94.07,5.82,97.60,33.98,24.99,18.96,234.15,47.84,51.54,28.74
2018-05-04,45.96,79.05,334.43,29.30,72.53,52.55,124.19,108.43,42.36,176.61,95.16,5.98,98.99,34.06,25.15,19.61,235.90,48.19,52.41,29.18
2018-05-07,46.29,80.01,340.43,29.64,72.38,52.97,123.59,109.37,42.14,177.97,96.22,6.22,98.23,34.14,25.07,20.18,233.78,47.73,52.66,28.49
2018-05-08,46.51,79.62,338.37,29.93,73.41,52.93,122.61,110.99,41.81,178.92,95.81,6.26,96.79,34.19,24.81,20.13,232.03,47.02,53.19,28.58
2018-05-09,46.84,80.40,344.50,30.72,75.21,54.45,123.51,113.41,41.78,182.66,96.94,6.39,96.16,34.38,24.57,20.46,229.21,46.38,53.76,27.69
2018-05-10,47.51,80.45,344.07,30.89,75.57,55.27,125.35,114.29,42.18,185.53,97.91,6.50,97.27,34.25,24.95,20.33,233.71,47.20,54.65,27.56
2018-05-11,47.15,80.15,342.46,30.92,75.11,55.17,127.24,113.86,42.14,186.99,97.70,6.36,97.43,34.70,25.27,20.07,238.28,48.62,54.45,27.79
2018-05-14,47.04,80.08,344.59,31.12,75.67,55.33,126.06,113.90,42.04,186.64,98.03,6.38,97.15,35.05,25.19,19.46,242.90,48.49,54.48,28.13
2018-05-15,46.61,78.81,342.12,31.22,75.67,54.24,125.13,113.03,41.72,184.32,97.32,6.14,96.80,34.89,25.11,18.95,239.50,47.79,54.75,28.17
2018-05-16,47.05,79.36,340.97,31.06,77.32,54.20,125.35,113.34,41.55,183.20,97.15,6.15,97.19,34.88,25.28,19.10,241.72,47.86,55.04,28.71
2018-05-17,46.75,79.09,344.14,30.81,77.32,54.06,123.85,112.96,42.30,183.76,96.18,6.19,97.92,34.91,24.99,18.97,242.96,47.85,54.22,28.16
2018-05-18,46.58,78.72,351.23,30.26,77.01,53.48,124.24,111.13,42.18,182.68,96.36,6.15,97.51,34.84,25.08,18.45,244.64,47.74,53.70,27.88
2018-05-21,46.91,79.27,363.92,30.55,78.50,54.20,123.72,112.15,42.41,184.49,97.60,6.11,99.51,34.99,25.50,18.97,247.90,48.43,54.54,28.17
2018-05-22,46.79,79.07,355.02,30.89,78.66,53.77,122.91,113.01,42.25,183.80,97.50,6.07,99.93,34.92,25.38,18.33,245.18,48.81,55.26,27.79
2018-05-23,47.09,80.09,359.21,30.44,72.95,54.30,123.45,112.49,42.40,186.90,98.66,6.19,100.45,35.16,25.30,18.60,244.26,48.59,56.18,27.67
2018-05-24,47.04,80.15,359.00,30.21,75.11,54.27,122.25,111.23,42.32,185.93,98.31,6.19,100.18,35.08,25.65,18.52,242.73,48.64,54.67,27.62
2018-05-25,47.15,80.51,360.09,30.16,75.26,54.20,121.47,110.66,42.40,184.92,98.36,6.23,100.31,34.88,25.44,18.59,244.95,48.52,54.90,27.49
2018-05-29,46.98,80.64,352.48,28.96,72.95,53.40,119.40,105.93,42.68,185.74,98.01,6.21,101.10,34.90,25.30,18.92,242.17,48.20,52.95,27.47
2018-05-30,46.88,81.24,358.19,29.49,72.89,53.87,120.97,108.35,43.13,187.67,98.95,6.32,101.83,35.24,25.49,19.45,244.94,48.60,54.23,28.04
2018-05-31,46.72,81.48,352.16,29.04,72.43,55.00,119.62,107.01,43.00,191.78,98.84,6.30,100.25,35.12,25.29,18.98,241.51,47.67,53.99,27.51
